BioSample,ST,Void_loci,SourceSeq,AMR genes,Identifier,SourceCountry,IsolatYear,Serogroup_type,Plasmid
SAMN06263851,69,0,GCA_002098885.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_0091,Mozambique,2003 ,,
SAMN06263852,69,1,GCA_002098845.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM-63, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_091,Mozambique,,O1,IncC
SAMN06263853,69,4,GCA_002098835.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_100,Mozambique,2003 ,,
SAMN06263854,69,1,GCA_002098805.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_1019828.5,Mozambique,2010 ,,
SAMN06263855,69,1,GCA_002098795.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_1019829.2,Mozambique,2010 ,,
SAMN06263856,69,0,GCA_002098765.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_101,Mozambique,2003 ,,
SAMN06263857,69,2,GCA_002098755.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_1020229.6,Mozambique,2010 ,,
SAMN06263858,69,3,GCA_002098715.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_1020231.9,Mozambique,2010 ,,
SAMN06263859,69,1,GCA_002098705.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_1020234.0,Mozambique,2010 ,,
SAMN06263860,69,0,GCA_002098695.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_105,Mozambique,2003 ,,IncC
SAMN06263861,69,0,GCA_002098675.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_120,Mozambique,2003 ,,
SAMN06263862,69,0,GCA_002098655.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_121,Mozambique,2003 ,,
SAMN06263863,69,0,GCA_002098605.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_122,Mozambique,2003 ,,
SAMN06263864,69,0,GCA_002098625.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_134,Mozambique,2003 ,,IncC
SAMN06263865,69,0,GCA_002098595.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_146,Mozambique,2003 ,,IncC
SAMN06263866,69,3,GCA_002098555.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_147,Mozambique,2003 ,,IncC
SAMN06263867,69,1,GCA_002098525.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_151,Mozambique,2003 ,,
SAMN06263868,69,0,GCA_002098495.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_152,Mozambique,2003 ,,
SAMN06263869,69,0,GCA_002098535.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM-63, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_153,Mozambique,2003 ,,IncC
SAMN06263870,69,1,GCA_002098515.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_154,Mozambique,2003 ,,
SAMN06263871,69,0,GCA_002098445.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_178,Mozambique,2003 ,,IncC
SAMN06263872,69,0,GCA_002098435.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_179,Mozambique,2003 ,,IncC
SAMN06263873,69,2,GCA_002098415.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_188,Mozambique,2003 ,,IncC
SAMN06263874,69,3,GCA_002098425.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_189,Mozambique,2003 ,,IncC
SAMN06263875,69,1,GCA_002098365.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_191,Mozambique,2003 ,,IncC
SAMN06263876,69,1,GCA_002098355.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_196,Mozambique,2003 ,,IncC
SAMN06263877,69,1,GCA_002098305.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_296,Mozambique,,,
SAMN06263878,69,0,GCA_002098295.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_300043,Mozambique,2008 ,,Col8282
SAMN06263879,69,0,GCA_002098345.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_300208,Mozambique,2008 ,,
SAMN06263880,69,0,GCA_002098335.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_300209,Mozambique,2008 ,,
SAMN06263881,69,0,GCA_002098255.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_300215,Mozambique,2008 ,,
SAMN06263882,69,0,GCA_002098225.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_302015,Mozambique,2009 ,,IncC
SAMN06263883,69,0,GCA_002098235.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_302029,Mozambique,2009 ,,IncC
SAMN06263884,69,0,GCA_002098215.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM-63, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_326,Mozambique,,,IncC
SAMN06263885,69,0,GCA_002098195.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_347,Mozambique,,,
SAMN06263886,69,0,GCA_002098155.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_374,Mozambique,,,
SAMN06263887,69,1,GCA_002098145.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_375,Mozambique,,,
SAMN06263888,69,1,GCA_002098135.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_382,Mozambique,,,
SAMN06263889,69,3,GCA_002098085.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_398,Mozambique,,,
SAMN06263890,69,0,GCA_002098075.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_399,Mozambique,,,
SAMN06263891,69,0,GCA_002098055.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_420,Mozambique,,,
SAMN06263892,69,1,GCA_002098065.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_505,Mozambique,,,
SAMN06263893,69,1,GCA_002098005.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_510,Mozambique,,,
SAMN06263894,69,1,GCA_002097985.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_511,Mozambique,,,
SAMN06263895,69,0,GCA_002097975.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_655630.3,Mozambique,,,
SAMN06263896,69,0,GCA_002097995.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM-63, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_655664.3,Mozambique,,,IncC
SAMN06263897,69,0,GCA_002097925.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_655665.0,Mozambique,,,
SAMN06263898,69,1,GCA_002097895.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM-63, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_710180.8,Mozambique,,,IncC
SAMN06263899,69,1,GCA_002097905.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",CISM_740115.4,Mozambique,,,
SAMN06263900,69,0,GCA_002097915.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_769845.7,Mozambique,,,IncC
SAMN06263901,69,1,GCA_002097845.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_770067.4,Mozambique,,,IncC
SAMN06263902,69,1,GCA_002097835.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM-63, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_770180.8,Mozambique,,,IncC
SAMN06263903,69,1,GCA_002097825.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_780298.0,Mozambique,,,IncC
SAMN06263904,69,1,GCA_002097765.1,"aac(3)-IIe, aph(3'')-Ib, aph(6)-Id, blaTEM, catB9, dfrA1, floR, sul2, tet(A), varG",CISM_S_Nida,Mozambique,,,IncC
SAMN06263906,766,38,GCA_002097735.1,"catB9, varG",CISM_300055,Mozambique,2008 ,,
SAMN06263907,733,93,GCA_002097745.1,"aph(3'')-Ib, aph(6)-Id, dfrA31, floR, qnrVC, sul2",CISM_300205,Mozambique,2008 ,,
SAMN06446881,75,82,GCA_002204105.1,varG,56,Ukraine,1995 ,,
SAMN06447200,69,63,GCA_002204095.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul2, varG",153,Ukraine,2011 ,,
SAMN06447201,75,108,GCA_002204085.1,varG,866,Ukraine,1996 ,,
SAMN06711158,753,142,GCA_002114205.1,,617,Ukraine,,,
SAMN06768128,767,47,GCA_002196165.1,,5,Ukraine,2016 ,,
SAMN06768129,69,54,GCA_002196175.1,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",28,Ukraine,2016 ,,
SAMN06768130,178,63,GCA_002196095.1,varG,102,Ukraine,2016 ,,
SAMN06768131,178,51,GCA_002196225.1,varG,114,Ukraine,2016 ,,
SAMN06768132,69,38,GCA_002196105.1,"aadA1, catB9, dfrA1, sul1, varG",147,Ukraine,2016 ,,
SAMN06768133,69,25,GCA_002196135.1,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",89,Ukraine,2016 ,O1,
SAMN06768535,69,23,GCA_002196155.1,"aadA1, aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, floR, sul1, sul2, tet(A), varG",155,Ukraine,,O1,
SAMN06806438,75,25,GCA_002196255.1,"qnrVC, varG",85,Ukraine,,O1,
SAMN06806440,3,84,GCA_002196305.1,varG,433,Russia,,O1,
SAMN06806565,,77,GCA_002196375.1,,M1337,Russia,,,
SAMN06920121,69,91,GCA_002194295.1,"aph(3'')-Ib, aph(6)-Id, catB9, floR, sul2, varG",FC1105,India,2003 ,O139,
SAMN06920122,69,35,GCA_002194335.1,"catB9, varG",FC1225,India,2001 ,O139,
SAMN06920123,69,29,GCA_002194265.1,"catB9, varG",FC1341,India,2002 ,O139,
SAMN06920124,69,39,GCA_002194245.1,"aph(3'')-Ib, aph(6)-Id, catB9, floR, sul2, varG",FC1384,India,2000 ,O139,
SAMN06920125,69,36,GCA_002194305.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA18, floR, sul2, varG",FC1817,India,1994 ,O139,
SAMN06920126,69,51,GCA_002194155.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA18, floR, sul2, varG",FC1877,India,1995 ,O139,
SAMN06920127,69,41,GCA_002194235.1,"aph(3'')-Ib, aph(6)-Id, catB9, floR, sul2, varG",FC2271,India,1997 ,O139,
SAMN06920128,69,33,GCA_002194215.1,"aph(3'')-Ib, aph(6)-Id, catB9, floR, sul2, varG",FC2273,India,1998 ,O139,
SAMN06920129,69,33,GCA_002194165.1,"aph(3'')-Ib, aph(6)-Id, catB9, floR, sul2, varG",FC3611a,India,1999 ,O139,
SAMN06920130,69,50,GCA_002194185.1,"aph(3'')-Ib, aph(6)-Id, catB9, floR, sul2, varG",FC3611b,India,1997 ,O139,
SAMN07192612,178,46,GCA_002196055.1,varG,P-18748,Russia,2004 ,,
SAMN07192613,75,42,GCA_002196065.1,varG,P-18778,Russia,2005 ,,
SAMN07258829,1437,117,SRR5808312,,PNUSAV000052,USA,,,
SAMN07258830,777,47,SRR5808313,varG,PNUSAV000053,USA,,,
SAMN07341910,777,47,SRR5820079,varG,PNUSAV000056,USA,,,
SAMN07350468,773,122,GCA_002284495.1,varG,OYP1G01,USA,2009 ,,
SAMN07350470,772,37,GCA_002284475.1,varG,OYP2C05,USA,2009 ,,
SAMN07350472,750,130,GCA_002284415.1,,OYP2E01,USA,2009 ,,
SAMN07350474,463,60,GCA_002284365.1,varG,OYP4B01,USA,2009 ,,
SAMN07350475,770,54,GCA_002284325.1,,OYP4G08,USA,2009 ,,
SAMN07350476,463,61,GCA_002284315.1,varG,OYP4H06,USA,2009 ,,
SAMN07350478,750,108,GCA_002284245.1,,OYP4H11,USA,2009 ,,
SAMN07350479,769,45,GCA_002284235.1,varG,OYP5F10,USA,2009 ,,
SAMN07350481,751,130,GCA_002284185.1,varG,OYP6E07,USA,2009 ,,
SAMN07350482,749,118,GCA_002284175.1,,OYP6F08,USA,2009 ,,
SAMN07350483,747,126,GCA_002284265.1,,OYP6F10,USA,2009 ,,
SAMN07350484,768,114,GCA_002284155.1,,OYP6G08,USA,2009 ,,
SAMN07350485,747,115,GCA_002284075.1,,OYP7C09,USA,2009 ,,
SAMN07350487,335,48,GCA_002284095.1,varG,OYP8C06,USA,2009 ,,
SAMN07350488,335,48,GCA_002284115.1,varG,OYP8F12,USA,2009 ,,
SAMN07367889,,73,GCA_003594515.1,"catB9, varG",195V0316,Bangladesh,2016 ,,
SAMN07367890,,126,GCA_003585335.1,"blaCARB-2, floR2, qnrVC, tet(G)",4119,Bangladesh,2010 ,,
SAMN07367897,,99,GCA_003585365.1,"dfrA1, mph(A), sul1, tet(A)",4874,Bangladesh,2012 ,,
SAMN07367952,,114,GCA_003585405.1,"aadA1, dfrA1, sat2, sul2, tetA(D)",MGL390,Bangladesh,2001 ,,
SAMN07411659,,39,GCA_003594565.1,"catB9, varG",MGL788,Bangladesh,2002 ,,
SAMN07452739,69,14,GCA_002918335.1,"catB9, varG",146P,India,1994 ,O139,
SAMN07481871,69,13,GCA_002918345.1,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA18, floR, qnrD, sul2, varG",146N,India,1994 ,O139,Col3M
SAMN07569171,69,0,SRR5986023,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569172,69,0,SRR5986022,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569173,69,0,SRR5986021,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569174,69,0,SRR5986020,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569175,69,0,SRR5986019,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569176,69,0,SRR5986018,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569177,69,0,SRR5986017,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569178,69,0,SRR5986016,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569179,69,0,SRR5986102,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569180,69,0,SRR5986096,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569181,69,0,SRR5986109,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569182,69,0,SRR5986108,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569183,69,0,SRR5986111,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569184,69,0,SRR5986110,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569185,69,0,SRR5986105,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569186,69,0,SRR5986104,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569187,69,0,SRR5986107,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569188,69,0,SRR5986106,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569189,69,0,SRR5986113,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569190,69,0,SRR5986112,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569191,69,0,SRR5986076,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569192,69,0,SRR5986077,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569193,69,0,SRR5986078,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569194,69,0,SRR5986079,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569195,69,0,SRR5986080,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569196,69,0,SRR5986081,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569197,69,0,SRR5986082,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569198,69,0,SRR5986083,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569199,69,0,SRR5986074,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569200,69,0,SRR5986075,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569201,69,0,SRR5986073,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569202,69,0,SRR5986072,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569203,69,0,SRR5986071,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569204,69,0,SRR5986070,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569205,69,0,SRR5986069,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569206,69,0,SRR5986068,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569207,69,0,SRR5986067,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569208,69,0,SRR5986066,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569209,69,0,SRR5986065,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569210,69,0,SRR5986064,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569211,69,0,SRR5986058,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569212,69,0,SRR5986059,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569213,69,0,SRR5986056,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569214,69,0,SRR5986057,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569215,69,0,SRR5986062,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569216,69,0,SRR5986063,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569217,69,0,SRR5986060,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569218,69,0,SRR5986061,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569219,69,0,SRR5986054,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569220,69,0,SRR5986055,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569221,69,0,SRR5986037,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569222,69,0,SRR5986036,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569223,69,0,SRR5986039,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569224,69,0,SRR5986038,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569225,69,0,SRR5986041,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569226,69,0,SRR5986040,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569227,69,0,SRR5986043,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569228,69,0,SRR5986042,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569229,69,0,SRR5986035,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569230,69,0,SRR5986034,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569231,69,0,SRR5986005,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569232,69,0,SRR5986006,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569233,69,0,SRR5986007,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569234,69,0,SRR5986008,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569235,69,0,SRR5986001,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569236,69,0,SRR5986002,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569237,69,0,SRR5986003,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569238,69,0,SRR5986004,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569239,69,0,SRR5985999,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569240,69,0,SRR5986000,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569241,69,0,SRR5986149,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
SAMN07569242,69,0,SRR5986148,"aph(3'')-Ib, aph(6)-Id, catB9, dfrA1, sul2, tetA(D), varG",,Bangladesh,2013 ,O1_Ogawa,
